#Transcript	Name/Description	Gene	Gene Description	DEA Result	Regulated	(1 - Probability)	Probability	Log2FC	Control MeanExpLevel	Test MeanExpLevel
G5827.8	FBtr0072903	ecd		Not DE		0.0164	0.9836	0.27	3538.53	4271.49
G5828.5	FBtr0072879	CG13806		DE	UP	2.3E-4	0.99977	2.41	197.45	1052.76
G5828.7	novel	CG13806		DE	UP	9.8E-4	0.99902	2.29	227.34	1112.51
G5828.8	novel	CG13806		DE	UP	0.00564	0.99436	2.27	94.98	458.64
G5829.1	novel	yellow-g		DE	UP	0.0	1.0	6.55	11.97	1124.65
G5829.10	novel	yellow-g		DE	UP	0.0	1.0	5.02	12.73	412.28
G5829.12	novel	novelGene_361	novelGene_361	DE	UP	1.8E-4	0.99982	8.13	0.64	178.38
G5829.13	novel	novelGene_362	novelGene_362	DE	UP	0.0031	0.9969	3.76	11.62	157.79
G5829.7	novel	yellow-g		DE	UP	3.7E-4	0.99963	2.55	85.53	499.36
G5833.2	novel	novelGene_363	novelGene_363	DE	UP	8.1E-4	0.99919	4.46	11.93	262.05
G5835.1	novel	novelGene_CG13801_AS	novelGene_CG13801_AS	Not DE		0.09813	0.90187	0.41	510.48	676.13
G5836.1	FBtr0345587	CG1317		DE	DOWN	0.0014	0.9986	-1.15	3956.1	1787.35
G5836.12	novel	CG1317		DE	UP	5.2E-4	0.99948	2.09	353.12	1504.0
G5836.25	FBtr0072901	CG1317		DE	DOWN	0.0	1.0	-1.86	40063.13	11065.94
G5836.3	FBtr0072901	CG1317		DE	UP	0.00342	0.99658	1.96	240.69	936.49
G5836.32	novel	CG1317		DE	UP	0.0	1.0	18.56	0.0	1930.54
G5836.7	FBtr0300773	CG1317		DE	DOWN	0.0	1.0	-18.2	1507.15	0.0
G5837.8	FBtr0072889	CG8993		Not DE		0.00775	0.99225	-0.35	4158.83	3270.54
G5838.2	novel	mRpL23		DE	UP	8.3E-4	0.99917	3.47	44.15	489.23
G5838.3	FBtr0331415	mRpL23		Not DE		0.52662	0.47338	-0.08	1510.08	1431.8
G584.1	FBtr0077464	CG17612		DE	UP	0.0	1.0	16.0	0.0	327.49
G584.2	FBtr0077463	CG17612		Not DE		0.01358	0.98642	-0.8	1084.21	623.65
G5840.1	FBtr0072899	CG15877		DE	UP	4.3E-4	0.99957	1.42	541.71	1450.32
G5841.2	FBtr0345113	Svil	Svil	Not DE		0.00114	0.99886	-0.78	2690.73	1564.73
G5841.4	FBtr0345115	Svil	Svil	DE	UP	0.0	1.0	17.41	0.0	871.51
G5842.1	novel	CG32298		DE	UP	0.0027	0.9973	3.22	20.46	190.18
G5842.2	novel	CG32298		DE	DOWN	2.0E-4	0.9998	-1.16	4756.07	2129.07
G5842.5	novel	CG32298		DE	UP	0.0	1.0	6.95	9.13	1131.4
G5842.6	FBtr0299807	CG32298		Not DE		0.0	1.0	-0.89	39904.6	21603.22
G5842.7	FBtr0072898	CG32299		DE	DOWN	0.0	1.0	-2.05	32145.32	7762.42
G5842.8	novel	CG32298		DE	DOWN	0.0073	0.9927	-1.02	1053.06	518.77
G5843.1	FBtr0303463	Mzt1	Mzt1	DE	DOWN	1.3E-4	0.99987	-1.21	3339.92	1447.68
G5844.1	novel	novelGene_Svil_AS	novelGene_Svil_AS	DE	UP	2.3E-4	0.99977	4.7	19.16	498.87
G5845.1	novel	Svil	Svil	Not DE		0.03193	0.96807	0.85	717.95	1295.42
G5845.11	novel	Svil	Svil	DE	DOWN	0.0	1.0	-2.87	10372.12	1416.57
G5845.12	FBtr0345093	Svil	Svil	Not DE		0.14428	0.85572	-0.73	507.38	305.36
G5845.16	novel	Svil	Svil	DE	DOWN	8.7E-4	0.99913	-1.9	2088.1	559.46
G5845.22	novel	Svil	Svil	DE	DOWN	0.0	1.0	-2.24	2005.6	424.69
G5845.3	FBtr0345093	Svil	Svil	DE	DOWN	0.00105	0.99895	-3.24	2707.08	285.93
G5845.37	FBtr0345085	Svil	Svil	Not DE		0.00204	0.99796	0.87	1072.97	1959.43
G5845.43	novel	Svil	Svil	Not DE		0.02007	0.97993	-0.49	1674.15	1192.47
G5845.6	FBtr0345093	Svil	Svil	DE	DOWN	0.0	1.0	-2.61	2944.67	480.73
G5845.61	FBtr0345096	Svil	Svil	DE	UP	9.4E-4	0.99906	2.71	158.08	1033.99
G5845.62	novel	Svil	Svil	Not DE		0.93786	0.06214	-0.09	82.86	77.73
G5845.64	FBtr0345096	Svil	Svil	Not DE		0.00143	0.99857	-0.73	10578.08	6388.94
G5845.65	FBtr0345096	Svil	Svil	Not DE		0.14211	0.85789	0.15	8927.21	9883.29
G5845.66	FBtr0345096	Svil	Svil	Not DE		0.03256	0.96744	-0.96	1121.3	574.92
G5845.76	FBtr0345102	Svil	Svil	Not DE		0.00973	0.99027	-0.88	2312.48	1259.7
G5845.79	FBtr0345105	Svil	Svil	Not DE		0.08738	0.91262	0.42	774.25	1033.05
G5845.8	novel	Svil	Svil	DE	DOWN	0.0	1.0	-1.67	7311.2	2304.38
G5845.81	FBtr0345106	Svil	Svil	DE	DOWN	0.0	1.0	-2.84	3171.12	443.06
G5845.85	FBtr0345108	Svil	Svil	Not DE		0.77003	0.22997	-0.08	611.37	577.11
G5845.9	novel	Svil	Svil	Not DE		0.12593	0.87407	0.66	241.67	381.13
G5845.94	FBtr0345108	Svil	Svil	DE	UP	0.0	1.0	10.14	0.41	456.85
G5845.96	FBtr0345108	Svil	Svil	DE	DOWN	3.0E-5	0.99997	-4.15	5640.44	317.05
G5845.97	FBtr0345108	Svil	Svil	DE	DOWN	0.0	1.0	-1.86	10155.97	2799.62
G5845.98	FBtr0345108	Svil	Svil	DE	DOWN	0.0	1.0	-1.27	14875.21	6178.99
G5845.99	FBtr0345108	Svil	Svil	DE	UP	0.0	1.0	12.46	0.11	605.58
G5846.1	novel	novelGene_Svil_AS	novelGene_Svil_AS	DE	UP	0.0	1.0	9.17	1.22	699.67
G5847.1	novel	novelGene_Svil_AS	novelGene_Svil_AS	DE	UP	0.0	1.0	3.3	123.76	1216.49
G5848.10	FBtr0344219	CG1146		Not DE		0.02408	0.97592	-0.8	1020.03	586.45
G5848.12	novel	CG1146		Not DE		0.90389	0.096109	0.12	128.35	139.09
G5848.13	novel	CG1146		DE	DOWN	0.0	1.0	-1.94	3471.05	903.46
G5848.18	novel	CG1146		DE	DOWN	0.0	1.0	-1.06	4158.56	2000.17
G5848.2	novel	CG1146		DE	DOWN	0.00236	0.99764	-2.85	543.85	75.69
G5848.20	novel	CG1146		DE	DOWN	0.01021	0.98979	-2.52	621.44	108.26
G5848.3	FBtr0072921	CG1146		DE	DOWN	0.00268	0.99732	-2.83	789.33	110.91
G5848.4	FBtr0072921	CG1146		Not DE		0.03984	0.96016	-0.95	340.3	176.25
G5849.12	FBtr0306577	CG16758		DE	UP	3.8E-4	0.99962	2.85	107.96	780.24
G5849.14	FBtr0072966	CG16758		DE	DOWN	0.0	1.0	-16.96	637.94	0.0
G5849.21	novel	Spn_CG16758	Spn_CG16758	DE	UP	0.01322	0.98678	1.11	311.58	673.49
G5849.24	FBtr0072963	CG16758		DE	DOWN	2.8E-4	0.99972	-2.24	1755.64	371.79
G5849.25	FBtr0072965	CG16758		Not DE		0.0	1.0	-0.68	26180.52	16377.31
G5849.26	FBtr0072965	CG16758		Not DE		0.0	1.0	-0.87	5500.27	3013.39
G5849.28	FBtr0072966	CG16758		DE	DOWN	0.0	1.0	-1.26	104641.62	43750.74
G5849.29	FBtr0072964	CG16758		Not DE		0.0439	0.9561	-0.43	1931.75	1435.14
G5849.3	novel	CG16758		DE	DOWN	0.00103	0.99897	-1.46	2348.36	851.97
G5849.31	FBtr0331414	CG16758		Not DE		0.86063	0.13937	0.08	268.39	284.11
G5849.41	novel	CG32295		DE	DOWN	0.00142	0.99858	-1.53	1504.23	519.43
G5849.42	novel	CG32295		DE	DOWN	0.0	1.0	-1.4	11486.86	4352.46
G5849.43	FBtr0072962	CG32295		DE	DOWN	0.0	1.0	-2.18	26745.89	5920.55
G585.12	FBtr0077462	Vps53	Vps53	DE	UP	2.0E-5	0.99998	1.77	1240.54	4229.36
G585.8	FBtr0077462	Vps53	Vps53	Not DE		0.8417	0.1583	0.02	2749.69	2793.77
G5851.13	FBtr0072924	RpL8		Not DE		0.00724	0.99276	-0.14	38312.52	34778.44
G5851.18	FBtr0072926	dos		Not DE		0.0336	0.9664	0.59	1118.44	1679.09
G5851.20	FBtr0072926	dos		DE	DOWN	0.0052	0.9948	-1.99	537.62	134.99
G5851.21	FBtr0072926	dos		DE	UP	1.2E-4	0.99988	1.51	880.14	2504.32
G5851.3	novel	RpL8		Not DE		0.00812	0.99188	0.8	722.03	1259.9
G5851.39	FBtr0072926	dos		DE	UP	0.0	1.0	2.88	332.87	2458.13
G5851.43	FBtr0072926	dos		DE	UP	0.0	1.0	4.67	177.48	4533.04
G5851.45	FBtr0072926	dos		DE	UP	9.5E-4	0.99905	5.66	11.1	561.81
G5851.5	novel	novelGene_msn_AS	novelGene_msn_AS	DE	UP	0.0	1.0	6.12	4.84	336.75
G5851.51	novel	CG16984		DE	DOWN	0.00143	0.99857	-1.05	2411.98	1167.14
G5851.52	FBtr0072928	CG16984		DE	DOWN	0.0	1.0	-1.06	35814.13	17233.68
G5851.6	novel	RpL8		DE	UP	3.7E-4	0.99963	1.55	435.74	1271.89
G5852.1	novel	msn		DE	DOWN	0.00145	0.99855	-1.63	1335.97	430.85
G5852.2	novel	msn		DE	UP	0.0	1.0	3.51	93.53	1063.16
G5852.3	novel	msn		Not DE		0.00979	0.99021	-0.52	2302.19	1608.2
G5852.6	FBtr0072956	msn		DE	DOWN	0.0	1.0	-1.38	7678.06	2949.37
G5854.1	FBtr0344989	CG12182		Not DE		0.5226	0.4774	-0.08	1371.77	1298.95
G5854.10	FBtr0072953	Pxn		Not DE		0.26272	0.73728	-0.28	423.55	347.95
G5854.13	FBtr0072951	Pxn		DE	DOWN	0.0	1.0	-1.02	16161.13	7990.76
G5854.8	FBtr0072955	CG12182		DE	UP	0.0	1.0	18.63	0.0	2031.08
G5855.1	FBtr0302434	CG16986		DE	DOWN	0.0103	0.9897	-1.01	778.99	385.59
G5855.2	FBtr0302434	CG16986		Not DE		0.09031	0.90969	0.22	1893.03	2206.45
G5856.3	novel	novelGene_Pxn_AS	novelGene_Pxn_AS	Not DE		0.00633	0.99367	0.91	803.19	1511.4
G5857.4	novel	novelGene_Pxn_AS	novelGene_Pxn_AS	DE	UP	0.0	1.0	9.54	1.21	901.71
G5860.11	FBtr0290341	CG42245		DE	DOWN	0.0	1.0	-17.56	967.59	0.0
G5860.12	FBtr0290341	CG42245		DE	DOWN	2.8E-4	0.99972	-1.13	3153.53	1443.87
G5860.14	FBtr0290341	CG42245		DE	UP	0.00263	0.99737	3.29	50.98	499.41
G5860.15	FBtr0290340	MEP-1		Not DE		0.71211	0.28789	0.15	246.77	272.87
G5860.2	novel	lncRNA_CR45982_CG42245	lncRNA_CR45982_CG42245	DE	UP	0.01374	0.98626	1.42	266.7	714.3
G5860.20	FBtr0072933	MEP-1		Not DE		0.168	0.832	0.28	611.29	742.24
G5860.24	novel	MEP-1		DE	UP	7.2E-4	0.99928	2.39	143.1	748.43
G5860.25	novel	MEP-1		DE	UP	0.0	1.0	8.07	2.73	731.47
G5860.26	FBtr0072933	MEP-1		Not DE		0.1371	0.8629	-0.5	815.06	575.65
G5860.28	FBtr0072934	MEP-1		DE	UP	0.0	1.0	8.65	2.15	863.72
G5860.29	FBtr0072934	MEP-1		Not DE		0.00647	0.99353	-0.63	2231.78	1440.07
G5860.3	FBtr0347099	lncRNA_CR45982	lncRNA_CR45982	DE	DOWN	0.0	1.0	-1.27	9548.0	3948.38
G5860.47	FBtr0072936	MEP-1		DE	UP	0.0	1.0	11.95	0.09	356.05
G5860.48	FBtr0072936	MEP-1		DE	DOWN	0.00246	0.99754	-3.38	527.79	50.74
G5860.49	FBtr0072936	MEP-1		DE	UP	0.0	1.0	10.22	1.08	1284.74
G5860.51	novel	MEP-1		DE	UP	9.3E-4	0.99907	1.56	512.69	1512.69
G5860.61	novel	MEP-1_CG1143	MEP-1_CG1143	DE	UP	1.0E-4	0.9999	4.47	6.83	151.1
G5860.63	FBtr0072937	CG1143		DE	DOWN	0.0	1.0	-3.49	5685.84	505.15
G5860.65	FBtr0072938	CG1246		DE	DOWN	0.00549	0.99451	-1.93	403.99	106.29
G5860.66	FBtr0345027	CG1246		DE	UP	0.0	1.0	5.98	24.52	1543.02
G5860.8	FBtr0347099	lncRNA_CR45982	lncRNA_CR45982	DE	DOWN	0.0	1.0	-1.27	21455.03	8882.66
G5861.10	FBtr0072948	ProRS-m	ProRS-m	DE	UP	0.0	1.0	2.08	615.66	2601.46
G5861.4	FBtr0333447	ProRS-m	ProRS-m	DE	UP	0.0	1.0	3.3	144.94	1427.82
G5862.13	FBtr0344666	CG42304		DE	UP	0.0	1.0	17.83	0.0	1167.01
G5862.3	novel	CG42304		DE	UP	3.7E-4	0.99963	1.16	1025.35	2288.71
G5862.6	novel	Snup		DE	UP	0.00335	0.99665	2.37	71.55	369.17
G5862.7	FBtr0299684	CG42304		Not DE		0.70008	0.29992	0.05	2412.18	2494.34
G5862.8	FBtr0299684	CG42304		Not DE		0.22109	0.77891	-0.51	184.06	129.01
G5863.14	novel	Fife		DE	UP	1.9E-4	0.99981	2.95	101.74	783.65
G5863.15	novel	Fife		DE	UP	0.0	1.0	15.89	0.0	304.16
G5863.17	novel	Fife		DE	UP	1.7E-4	0.99983	3.68	36.75	471.05
G5863.2	novel	Fife		DE	UP	0.0	1.0	4.27	38.6	745.24
G5864.11	novel	CG33233_CG33234	CG33233_CG33234	Not DE		0.93583	0.064174	0.06	196.21	204.64
G5864.12	novel	CG33233_CG33234	CG33233_CG33234	DE	UP	0.00328	0.99672	4.21	13.82	255.94
G5864.13	novel	CG33233_CG33234	CG33233_CG33234	Not DE		0.11157	0.88843	0.92	71.06	134.32
G5864.14	novel	CG33233_CG33234	CG33233_CG33234	Not DE		0.06078	0.93922	-1.06	172.23	82.86
G5864.15	novel	CG33233_CG33234	CG33233_CG33234	Not DE		0.66952	0.33048	0.2	85.27	98.03
G5864.16	FBtr0290142	CG33233_CG33234	CG33233_CG33234	DE	UP	0.0	1.0	15.13	0.0	179.29
G5864.17	FBtr0290142	CG33233_CG33234	CG33233_CG33234	Not DE		0.29658	0.70342	-0.39	483.96	368.24
G5864.2	novel	CG33233		DE	UP	0.0	1.0	5.64	36.76	1827.55
G5864.21	novel	CG33234		DE	DOWN	0.01388	0.98612	-1.69	242.21	74.92
G5864.22	novel	CG33234		DE	DOWN	0.00272	0.99728	-1.33	920.85	366.71
G5864.25	novel	CG33234		DE	DOWN	3.5E-4	0.99965	-6.7	329.05	3.17
G5864.28	FBtr0290142	CG33234		DE	DOWN	0.0	1.0	-4.46	3820.02	173.85
G5864.3	novel	CG33233		DE	DOWN	0.0	1.0	-5.65	316.1	6.29
G5864.30	novel	CG33234		Not DE		0.06588	0.93412	-0.83	270.3	151.76
G5864.4	novel	CG33233		DE	DOWN	0.0	1.0	-4.38	693.8	33.23
G5864.5	novel	CG33233		DE	DOWN	0.0	1.0	-5.41	944.64	22.17
G5864.7	FBtr0273190	CG33233		DE	DOWN	0.0	1.0	-20.42	6999.76	0.0
G5866.1	novel	Mrtf		Not DE		0.01253	0.98747	0.84	526.33	943.56
G5866.11	FBtr0306331	Mrtf		Not DE		0.00802	0.99198	0.97	1074.93	2107.52
G5866.5	novel	Mrtf		DE	UP	0.0	1.0	14.44	0.0	111.07
G5866.6	FBtr0306331	Mrtf		Not DE		0.22829	0.77171	-0.41	315.83	237.63
G5866.8	FBtr0306331	Mrtf		Not DE		0.04367	0.95633	-0.72	1394.77	846.46
G5869.4	FBtr0072969	Non2		Not DE		0.00138	0.99862	-0.46	12960.56	9420.76
G5869.6	novel	Non2		DE	UP	0.00597	0.99403	1.96	95.44	371.29
G5869.8	novel	Non2		Not DE		0.18263	0.81737	-0.38	523.59	401.54
G587.3	FBtr0077431	Tps1		DE	DOWN	0.0	1.0	-1.66	9811.42	3109.06
G587.4	FBtr0077431	Tps1		Not DE		0.85925	0.14075	-0.09	973.98	917.06
G5870.11	FBtr0073016	AhcyL1	AhcyL1	Not DE		2.1E-4	0.99979	-0.79	6999.28	4055.02
G5870.13	FBtr0073016	AhcyL1	AhcyL1	Not DE		0.2069	0.7931	-0.28	1927.6	1589.06
G5870.17	FBtr0073016	AhcyL1	AhcyL1	DE	UP	2.0E-4	0.9998	2.06	455.64	1902.46
G5870.24	FBtr0073016	AhcyL1	AhcyL1	Not DE		0.07142	0.92858	0.38	1733.3	2259.02
G5870.25	FBtr0073016	AhcyL1	AhcyL1	Not DE		0.00747	0.99253	-0.91	1506.21	800.7
G5870.5	novel	AhcyL1	AhcyL1	Not DE		0.02814	0.97186	0.91	310.99	584.29
G5870.9	novel	AhcyL1	AhcyL1	Not DE		0.49036	0.50964	-0.27	104.44	86.41
G5873.2	FBtr0073015	CG12093		Not DE		0.00641	0.99359	-0.48	2576.67	1841.35
G5874.1	FBtr0072970	Atg2		DE	DOWN	3.0E-4	0.9997	-1.56	4210.54	1432.89
G5874.2	FBtr0072970	Atg2		DE	UP	3.0E-5	0.99997	1.08	2872.51	6064.13
G5874.3	FBtr0333441	Atg2		DE	UP	0.0	1.0	2.45	827.41	4513.65
G5875.1	novel	novelGene_Atg2_AS	novelGene_Atg2_AS	DE	UP	0.01368	0.98632	1.67	74.98	238.88
G5877.12	FBtr0333442	Pgant6	Pgant6	DE	UP	0.0	1.0	19.12	0.01	4279.53
G5877.15	FBtr0333442	Pgant6	Pgant6	Not DE		0.00607	0.99393	0.96	830.42	1616.46
G5877.2	FBtr0072973	Pgant6	Pgant6	Not DE		0.87068	0.12932	0.06	403.33	421.54
G5877.3	FBtr0333442	Pgant6	Pgant6	Not DE		0.07934	0.92066	-0.99	120.78	60.94
G5877.4	FBtr0072972	Pgant6	Pgant6	Not DE		0.01612	0.98388	0.62	1843.12	2839.33
G5877.5	FBtr0072972	Pgant6	Pgant6	DE	DOWN	0.00251	0.99749	-1.34	2480.21	976.66
G5879.4	novel	Tet		DE	UP	0.0	1.0	2.41	572.9	3054.02
G5879.5	novel	Tet		DE	UP	0.0	1.0	18.15	0.0	1450.14
G588.1	FBtr0077460	CG3652		DE	UP	0.04657	0.95343	1.13	132.49	290.52
G588.2	novel	CG3652		Not DE		0.04845	0.95155	0.74	328.59	548.07
G588.4	FBtr0077460	CG3652		Not DE		0.03755	0.96245	-0.36	2278.53	1769.67
G5880.4	FBtr0073011	spz5		DE	DOWN	0.0	1.0	-2.96	3661.4	469.28
G5881.1	FBtr0073010	CG9970		DE	UP	0.00413	0.99587	2.27	77.8	374.9
G5881.3	FBtr0073010	CG9970		Not DE		0.0	1.0	-0.57	34583.38	23241.96
G5882.3	novel	CG32846		Not DE		0.01301	0.98699	0.98	465.61	921.41
G5882.4	FBtr0304042	CG32846		Not DE		0.1396	0.8604	-0.07	8366.3	7971.96
G5883.3	novel	Shab		DE	UP	0.00576	0.99424	4.06	10.35	172.44
G5883.4	novel	Shab		DE	UP	0.0	1.0	4.22	41.89	780.34
G5884.1	FBtr0290083	CG34025		DE	UP	6.0E-5	0.99994	1.52	872.32	2504.86
G5887.1	FBtr0072978	CPT2	CPT2	Not DE		0.00352	0.99648	0.78	1176.44	2015.61
G5887.7	FBtr0072978	CPT2	CPT2	DE	UP	0.0	1.0	15.63	0.03	1649.69
G5889.10	FBtr0332084	CG2113		DE	DOWN	0.0	1.0	-3.67	1394.61	109.9
G5889.11	FBtr0072979	CG2113		DE	DOWN	0.00352	0.99648	-1.53	769.69	266.25
G5889.2	FBtr0332084	CG2113		DE	DOWN	0.0	1.0	-1.85	17067.03	4742.81
G5889.3	FBtr0072979	CG2113		DE	DOWN	0.0	1.0	-2.05	11455.4	2771.98
G5889.4	novel	CG2113		DE	DOWN	0.00293	0.99707	-1.75	588.77	175.52
G5889.5	FBtr0072979	CG2113		DE	DOWN	0.0	1.0	-1.93	19415.07	5088.7
G5889.6	FBtr0072979	CG2113		DE	DOWN	8.6E-4	0.99914	-2.89	1103.37	148.95
G589.10	FBtr0077432	l(2)k05819		Not DE		0.06259	0.93741	0.23	2738.25	3209.95
G589.11	novel	l(2)k05819		Not DE		0.71246	0.28754	0.12	220.47	240.42
G589.28	FBtr0077432	l(2)k05819		DE	UP	1.0E-5	0.99999	6.79	8.16	901.17
G589.7	novel	l(2)k05819		Not DE		0.13351	0.86649	-0.26	1437.59	1197.15
G589.9	FBtr0305968	l(2)k05819		Not DE		0.80899	0.19101	-0.03	2133.79	2088.8
G5893.1	FBtr0346075	CG32488		DE	DOWN	0.00137	0.99863	-1.44	1362.96	501.89
G5893.2	novel	CG32488_CG32487	CG32488_CG32487	DE	DOWN	0.0	1.0	-17.98	1295.39	0.0
G5893.3	FBtr0073008	CG32488		DE	DOWN	0.0	1.0	-4.66	20850.63	824.77
G5893.4	novel	CG32488		DE	DOWN	0.01646	0.98354	-1.64	230.82	74.22
G5893.5	novel	CG32488_CG32487	CG32488_CG32487	DE	UP	0.0	1.0	17.92	0.0	1238.08
G5893.7	FBtr0073007	CG32487		DE	DOWN	0.0	1.0	-3.52	8550.81	745.82
G5894.1	FBtr0073006	aly		Not DE		0.5312	0.4688	-0.16	408.11	365.82
G5894.5	FBtr0332086	aly		Not DE		0.01875	0.98125	-0.26	4388.09	3652.11
G5894.6	FBtr0332086	aly		Not DE		0.5255	0.4745	-0.19	419.86	368.82
G5895.1	novel	novelGene_364	novelGene_364	DE	UP	0.0	1.0	5.1	11.2	382.96
G5896.11	novel	CG2162		Not DE		0.05747	0.94253	-0.62	483.88	314.01
G5896.12	FBtr0345028	CG2162		DE	UP	0.0	1.0	2.54	926.98	5397.51
G5896.14	FBtr0345028	CG2162		Not DE		0.03751	0.96249	0.79	719.39	1241.01
G5896.15	novel	CG2162		DE	UP	0.0	1.0	16.42	0.0	439.07
G5896.16	novel	CG2162		DE	UP	0.0	1.0	15.83	0.0	291.65
G5896.17	novel	Jafrac2_CG2162	Jafrac2_CG2162	DE	UP	9.0E-5	0.99991	4.51	39.92	907.07
G5896.20	novel	CG2162		DE	UP	0.03873	0.96127	1.24	87.95	208.14
G5896.21	FBtr0345028	CG2162		Not DE		0.04684	0.95316	0.58	649.99	969.66
G5896.23	FBtr0345028	CG2162		DE	DOWN	0.0	1.0	-2.64	2953.35	475.38
G5896.32	FBtr0072982	Jafrac2		Not DE		0.00215	0.99785	-0.83	3201.33	1798.37
G5896.33	novel	Jafrac2		DE	DOWN	0.00306	0.99694	-2.6	431.3	71.03
G5896.34	novel	Jafrac2		Not DE		0.03893	0.96107	-0.83	478.73	269.39
G5896.35	novel	Jafrac2		DE	DOWN	4.0E-5	0.99996	-1.27	2636.45	1091.74
G5896.37	FBtr0072982	Jafrac2		DE	DOWN	0.0	1.0	-1.83	6833.32	1918.39
G5896.38	novel	Jafrac2		Not DE		0.06378	0.93622	-0.67	329.14	207.21
G5896.4	FBtr0345028	CG2162		Not DE		0.56187	0.43813	-0.22	800.61	687.33
G5896.40	novel	Sk2_Jafrac2	Sk2_Jafrac2	Not DE		0.3181	0.6819	0.22	552.61	641.75
G5896.41	FBtr0072983	Jafrac2		DE	DOWN	0.0	1.0	-1.08	20714.21	9794.13
G5896.49	FBtr0072984	Sk2		Not DE		0.56026	0.43974	0.08	1269.15	1340.13
G5896.51	FBtr0072984	Sk2		Not DE		0.00777	0.99223	0.45	2365.81	3234.44
G5896.55	FBtr0072984	Sk2		DE	UP	0.0	1.0	15.99	0.0	326.27
G5896.56	FBtr0072984	Sk2		Not DE		0.05903	0.94097	0.82	183.48	323.89
G5896.61	FBtr0072985	CG32485		DE	DOWN	0.00225	0.99775	-1.02	2393.75	1180.33
G5896.62	FBtr0072985	_CG32485	_CG32485	Not DE		0.21304	0.78696	0.2	1352.06	1550.81
G5896.7	FBtr0345028	CG2162		Not DE		0.62013	0.37987	0.08	2216.74	2340.0
G5896.8	FBtr0345028	CG2162		Not DE		0.03657	0.96343	0.61	566.88	866.1
G5897.6	novel	scramb2		DE	UP	0.0	1.0	4.99	25.49	807.91
G5897.8	FBtr0073005	scramb2		Not DE		0.00518	0.99482	-0.43	3347.29	2480.8
G5899.2	FBtr0072987	CG1271		DE	UP	0.0	1.0	1.69	2869.47	9234.19
G5899.3	FBtr0072986	CG1271		Not DE		0.0137	0.9863	0.71	809.94	1328.91
G59.1	FBtr0078143	Rpp30		Not DE		0.28351	0.71649	0.23	489.15	574.87
G590.3	FBtr0290071	CG33003		DE	UP	0.0	1.0	4.7	67.88	1759.99
G590.4	FBtr0290071	CG33003		DE	UP	0.00352	0.99648	3.75	28.06	376.66
G5900.1	FBtr0072990	CG16753		Not DE		0.04124	0.95876	-0.45	1147.95	838.1
G5901.1	novel	CG32486		DE	UP	0.00667	0.99333	1.16	399.55	895.09
G5901.10	novel	CG32486		Not DE		0.08577	0.91423	0.73	146.59	243.49
G5901.14	FBtr0073004	CG32486		DE	UP	0.0	1.0	17.69	0.0	1059.68
G5901.19	novel	CG32486		Not DE		0.87666	0.12334	0.09	88.28	94.07
G5901.25	FBtr0073004	CG32486		Not DE		0.6221	0.3779	0.05	3504.73	3625.08
G5901.26	novel	CG32486		DE	DOWN	0.0	1.0	-9.89	383.44	0.41
G5901.27	FBtr0073004	CG32486		DE	UP	0.00804	0.99196	1.45	228.31	623.48
G5901.29	novel	CG32486		DE	UP	8.1E-4	0.99919	2.29	165.54	808.69
G5901.30	novel	CG32486		DE	UP	0.0	1.0	16.52	0.0	470.08
G5901.33	novel	CG32486		Not DE		0.2542	0.7458	-0.29	324.47	264.67
G5901.34	novel	CG32486		Not DE		0.08881	0.91119	0.97	38.02	74.38
G5901.38	novel	CG32486		DE	DOWN	0.02035	0.97965	-2.42	161.71	30.23
G5901.39	novel	CG32486		DE	UP	0.00575	0.99425	2.94	18.6	142.51
G5901.49	FBtr0073004	CG32486		DE	UP	0.0	1.0	1.68	1900.93	6093.96
G5901.51	novel	CG32486		Not DE		0.87826	0.12174	-0.1	128.54	120.19
G5901.52	novel	CG32486		Not DE		0.85303	0.14697	-0.19	104.94	92.1
G5901.8	novel	CG32486		DE	DOWN	0.0108	0.9892	-1.15	559.66	252.69
G5901.9	novel	CG32486		DE	UP	0.0	1.0	13.27	0.06	591.91
G5902.19	FBtr0113129	PAN3	PAN3	DE	DOWN	0.01618	0.98382	-1.78	284.56	82.92
G5902.2	novel	PAN3	PAN3	Not DE		0.7877	0.2123	0.14	121.94	134.59
G5902.20	FBtr0072993	PAN3	PAN3	DE	UP	0.04102	0.95898	1.48	56.73	158.1
G5902.26	novel	PAN3	PAN3	DE	DOWN	0.02033	0.97967	-1.44	395.98	146.29
G5902.28	FBtr0072996	PAN3	PAN3	Not DE		0.07677	0.92323	-0.77	324.61	190.71
G5902.30	novel	PAN3	PAN3	Not DE		0.00743	0.99257	-0.79	1324.15	766.04
G5902.31	novel	PAN3	PAN3	Not DE		0.2404	0.7596	0.44	90.85	122.82
G5902.4	FBtr0072999	PAN3	PAN3	DE	DOWN	0.02692	0.97308	-1.08	677.85	319.53
G5902.45	FBtr0072996	PAN3	PAN3	DE	UP	0.0	1.0	15.1	0.0	175.37
G5902.46	FBtr0072996	PAN3	PAN3	DE	UP	8.5E-4	0.99915	2.18	273.21	1239.04
G5902.6	FBtr0113130	PAN3	PAN3	DE	UP	0.0	1.0	15.71	0.0	268.54
G5902.9	FBtr0073000	PAN3	PAN3	DE	DOWN	0.00561	0.99439	-3.02	384.91	47.3
G5903.1	novel	novelGene_PAN3_AS	novelGene_PAN3_AS	DE	UP	7.0E-5	0.99993	4.29	14.08	274.67
